h3_id,events,fatalities,latitude,longitude
835468fffffffff,43,59,12.2513780442864,-5.23604431070308
83a8a2fffffffff,450,160,-22.7888120428778,-42.3970748978423
838b8dfffffffff,14,9,-10.2035178900718,-59.2123755318875
838046fffffffff,228,191,-0.867780684560189,-48.0591747138578
83a841fffffffff,32,13,-19.1314558504291,-57.6723163643849
838010fffffffff,206,142,-3.99272445564375,-38.9371206469577
83a89dfffffffff,60,49,-18.4283274769165,-42.3015388094098
83a829fffffffff,36,12,-23.7221769720358,-53.8798148678383
8381a1fffffffff,136,114,-11.0558785153548,-36.982872053298
838133fffffffff,28,53,-13.9284982596743,-40.1279017746504
838a23fffffffff,118,78,-9.31378237314311,-63.7954166350101
83a88bfffffffff,12,5,-17.2589473266933,-44.3667483015804
836adbfffffffff,108,24,-3.17740756082611,30.7053401186468
83b2d8fffffffff,135,1,-36.3243305972692,-72.8237759000871
835283fffffffff,222,729,12.1237362770921,38.946076547009
834520fffffffff,447,230,15.3643069288787,-88.4082839242935
832ccafffffffff,108,56,36.9411292088396,57.1894172735479
832cf0fffffffff,248,35,36.1528294301496,50.1419894457501
832ca3fffffffff,55,24,33.5421962124564,45.2608787424201
833e68fffffffff,102,4,29.2658769021932,35.1795745760935
832db3fffffffff,1243,981,32.1533165888364,36.3245119348493
837b59fffffffff,263,29,-3.58798075263022,39.9043387341323
833fa4fffffffff,22,9,32.1377044088841,12.1638616501255
834859fffffffff,102,62,32.2731616233253,-116.052017742711
83482afffffffff,105,14,24.5881886439101,-110.470845458493
836d25fffffffff,98,18,18.1209857533066,-91.7900959263077
836d2efffffffff,48,27,15.9045369023103,-92.1948817634836
8349aafffffffff,242,134,19.9957772851148,-103.069999658153
835913fffffffff,34,208,17.5134518249663,0.479258595634698
835548fffffffff,20,40,16.7457270035401,-4.67313014620565
833982fffffffff,215,4,30.79758294633,-9.63074691165615
839712fffffffff,4,3,-17.5498772536111,36.1703532559826
83588dfffffffff,147,124,7.8524848261772,6.49154416892033
83580bfffffffff,19,27,12.3586436592037,9.83809075478933
8358d6fffffffff,156,132,6.13897435127196,7.69873021363601
835881fffffffff,134,48,7.83891408089579,4.44167372110708
838a69fffffffff,4,1,-2.8402938103835,-72.9352005424512
838f09fffffffff,176,3,-4.97032507165653,-80.1927046696764
83521afffffffff,204,118,15.4068147397416,42.8498837864038
83521dfffffffff,631,133,17.0874550790087,44.3027674909208
83520afffffffff,91,73,16.9300496667242,45.3511287572751
